year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Professional Training & Coaching,0.0019
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Events Services,0.0017
2015,Specialized Industry Skills,Editing,J,Information and communication,Computer Games,0.00159
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Design,0.0012
2015,Specialized Industry Skills,Editing,C,Manufacturing,Printing,0.00118
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Market Research,0.00117
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Law Practice,0.00107
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Environmental Services,7.30E-04
2015,Specialized Industry Skills,Editing,J,Information and communication,Information Technology & Services,7.10E-04
2015,Specialized Industry Skills,Editing,J,Information and communication,Computer Software,7.10E-04
2015,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",6.60E-04
2015,Specialized Industry Skills,Editing,K,Financial and insurance activities,Financial Services,5.00E-04
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Accounting,4.60E-04
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Management Consulting,4.10E-04
2015,Specialized Industry Skills,Editing,J,Information and communication,Telecommunications,3.90E-04
2015,Specialized Industry Skills,Educational Administration,J,Information and communication,Publishing,1.10E-04
2015,Specialized Industry Skills,Electronic Control Systems,C,Manufacturing,Industrial Automation,0.01727
2015,Specialized Industry Skills,Electronic Control Systems,C,Manufacturing,Electrical & Electronic Manufacturing,0.00306
2015,Specialized Industry Skills,Electronic Control Systems,C,Manufacturing,Chemicals,0.00165
2015,Specialized Industry Skills,Electronic Control Systems,B,Mining and quarrying,Oil & Energy,0.00157
2015,Specialized Industry Skills,Electronic Control Systems,C,Manufacturing,Paper & Forest Products,0.00155
2015,Specialized Industry Skills,Electronic Control Systems,B,Mining and quarrying,Mining & Metals,0.00147
2015,Specialized Industry Skills,Electronic Control Systems,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.00131
2015,Specialized Industry Skills,Electronic Control Systems,C,Manufacturing,Machinery,0.00129
2015,Specialized Industry Skills,Electronic Control Systems,C,Manufacturing,Packaging & Containers,7.80E-04
2015,Specialized Industry Skills,Electronic Control Systems,J,Information and communication,Semiconductors,6.80E-04
2015,Specialized Industry Skills,Electronic Control Systems,C,Manufacturing,Automotive,5.00E-04
2015,Specialized Industry Skills,Electronic Control Systems,C,Manufacturing,Renewables & Environment,3.60E-04
2015,Specialized Industry Skills,Electronic Control Systems,C,Manufacturing,Food Production,2.80E-04
2015,Specialized Industry Skills,Electronic Control Systems,C,Manufacturing,Pharmaceuticals,2.10E-04
2015,Specialized Industry Skills,Electronic Control Systems,M,Professional scientific and technical activities,Biotechnology,1.50E-04
2015,Specialized Industry Skills,Electronics,J,Information and communication,Semiconductors,0.06194
2015,Specialized Industry Skills,Electronics,C,Manufacturing,Electrical & Electronic Manufacturing,0.01613
2015,Specialized Industry Skills,Electronics,C,Manufacturing,Industrial Automation,0.01031
2015,Specialized Industry Skills,Electronics,J,Information and communication,Computer Hardware,0.00824
2015,Specialized Industry Skills,Electronics,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.00202
2015,Specialized Industry Skills,Electronics,C,Manufacturing,Aviation & Aerospace,0.00195
2015,Specialized Industry Skills,Electronics,C,Manufacturing,Machinery,0.00188
2015,Specialized Industry Skills,Electronics,J,Information and communication,Computer Networking,0.00178
2015,Specialized Industry Skills,Electronics,C,Manufacturing,Renewables & Environment,0.00178
2015,Specialized Industry Skills,Electronics,C,Manufacturing,Automotive,0.00174
2015,Specialized Industry Skills,Electronics,B,Mining and quarrying,Oil & Energy,0.00105
2015,Specialized Industry Skills,Electronics,C,Manufacturing,Paper & Forest Products,0.001
2015,Specialized Industry Skills,Electronics,B,Mining and quarrying,Mining & Metals,9.90E-04
2015,Specialized Industry Skills,Electronics,J,Information and communication,Telecommunications,9.40E-04
2015,Specialized Industry Skills,Electronics,M,Professional scientific and technical activities,Research,8.20E-04
2015,Specialized Industry Skills,Electronics,C,Manufacturing,Packaging & Containers,7.80E-04
2015,Specialized Industry Skills,Electronics,J,Information and communication,Information Technology & Services,6.60E-04
2015,Specialized Industry Skills,Electronics,J,Information and communication,Computer Software,5.80E-04
2015,Specialized Industry Skills,Electronics,C,Manufacturing,Chemicals,3.70E-04
2015,Specialized Industry Skills,Electronics,M,Professional scientific and technical activities,Design,3.60E-04
2015,Specialized Industry Skills,Electronics,M,Professional scientific and technical activities,Biotechnology,3.50E-04
2015,Specialized Industry Skills,Electronics,C,Manufacturing,Food Production,3.10E-04
2015,Specialized Industry Skills,Electronics,C,Manufacturing,Textiles,3.00E-04
2015,Specialized Industry Skills,Electronics,M,Professional scientific and technical activities,Architecture & Planning,3.00E-04
2015,Specialized Industry Skills,Emergency Medicine,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",8.60E-04
2015,Specialized Industry Skills,Emergency Medicine,M,Professional scientific and technical activities,Veterinary,4.30E-04
2015,Specialized Industry Skills,Emergency Medicine,R,"Arts, entertainment and recreation ",Sports,3.80E-04
2015,Specialized Industry Skills,Emergency Medicine,B,Mining and quarrying,Oil & Energy,3.60E-04
2015,Specialized Industry Skills,Emergency Medicine,R,"Arts, entertainment and recreation ",Gambling & Casinos,1.50E-04
2015,Specialized Industry Skills,Environmental Consulting,M,Professional scientific and technical activities,Environmental Services,0.04598
2015,Specialized Industry Skills,Environmental Consulting,C,Manufacturing,Renewables & Environment,0.00862
2015,Specialized Industry Skills,Environmental Consulting,B,Mining and quarrying,Mining & Metals,0.00293
2015,Specialized Industry Skills,Environmental Consulting,M,Professional scientific and technical activities,Architecture & Planning,0.00261
2015,Specialized Industry Skills,Environmental Consulting,C,Manufacturing,Paper & Forest Products,0.00199
2015,Specialized Industry Skills,Environmental Consulting,B,Mining and quarrying,Oil & Energy,0.00186
2015,Specialized Industry Skills,Environmental Consulting,C,Manufacturing,Chemicals,0.0012
2015,Specialized Industry Skills,Environmental Consulting,M,Professional scientific and technical activities,Management Consulting,7.20E-04
2015,Specialized Industry Skills,Environmental Consulting,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,5.20E-04
2015,Specialized Industry Skills,Environmental Consulting,C,Manufacturing,Automotive,3.10E-04
2015,Specialized Industry Skills,Environmental Consulting,C,Manufacturing,Electrical & Electronic Manufacturing,2.70E-04
2015,Specialized Industry Skills,Environmental Consulting,C,Manufacturing,Pharmaceuticals,1.70E-04
2015,Specialized Industry Skills,Environmental Engineering,M,Professional scientific and technical activities,Environmental Services,0.00893
2015,Specialized Industry Skills,Environmental Engineering,C,Manufacturing,Renewables & Environment,5.00E-04
2015,Specialized Industry Skills,Environmental Engineering,C,Manufacturing,Chemicals,4.30E-04
2015,Specialized Industry Skills,Environmental Engineering,M,Professional scientific and technical activities,Design,3.60E-04
2015,Specialized Industry Skills,Environmental Science,M,Professional scientific and technical activities,Environmental Services,0.03838
2015,Specialized Industry Skills,Environmental Science,C,Manufacturing,Renewables & Environment,0.0176
2015,Specialized Industry Skills,Environmental Science,M,Professional scientific and technical activities,Biotechnology,0.01747
2015,Specialized Industry Skills,Environmental Science,M,Professional scientific and technical activities,Research,0.0092
2015,Specialized Industry Skills,Environmental Science,C,Manufacturing,Pharmaceuticals,0.00728
2015,Specialized Industry Skills,Environmental Science,B,Mining and quarrying,Mining & Metals,0.00261
2015,Specialized Industry Skills,Environmental Science,C,Manufacturing,Paper & Forest Products,0.00199
2015,Specialized Industry Skills,Environmental Science,B,Mining and quarrying,Oil & Energy,0.00146
2015,Specialized Industry Skills,Environmental Science,C,Manufacturing,Chemicals,0.00103
2015,Specialized Industry Skills,Environmental Science,R,"Arts, entertainment and recreation ",Museums & Institutions,9.90E-04
2015,Specialized Industry Skills,Environmental Science,M,Professional scientific and technical activities,Management Consulting,9.60E-04
2015,Specialized Industry Skills,Environmental Science,M,Professional scientific and technical activities,Architecture & Planning,7.90E-04
2015,Specialized Industry Skills,Environmental Science,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,6.70E-04
2015,Specialized Industry Skills,Environmental Science,C,Manufacturing,Electrical & Electronic Manufacturing,4.90E-04
2015,Specialized Industry Skills,Environmental Science,M,Professional scientific and technical activities,Information Services,3.30E-04
2015,Specialized Industry Skills,Environmental Science,C,Manufacturing,Automotive,3.10E-04
2015,Specialized Industry Skills,Event Planning,M,Professional scientific and technical activities,Events Services,0.0644
2015,Specialized Industry Skills,Event Planning,R,"Arts, entertainment and recreation ",Performing Arts,0.04231
2015,Specialized Industry Skills,Event Planning,R,"Arts, entertainment and recreation ",Sports,0.0369
2015,Specialized Industry Skills,Event Planning,R,"Arts, entertainment and recreation ",Entertainment,0.02772
2015,Specialized Industry Skills,Event Planning,R,"Arts, entertainment and recreation ",Music,0.02758
2015,Specialized Industry Skills,Event Planning,M,Professional scientific and technical activities,Public Relations & Communications,0.02409
2015,Specialized Industry Skills,Event Planning,R,"Arts, entertainment and recreation ",Museums & Institutions,0.02259
2015,Specialized Industry Skills,Event Planning,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.01243
2015,Specialized Industry Skills,Event Planning,R,"Arts, entertainment and recreation ",Fine Art,0.01198
2015,Specialized Industry Skills,Event Planning,M,Professional scientific and technical activities,Executive Office,0.01175
2015,Specialized Industry Skills,Event Planning,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.01097
2015,Specialized Industry Skills,Event Planning,R,"Arts, entertainment and recreation ",Arts & Crafts,0.01001
2015,Specialized Industry Skills,Event Planning,M,Professional scientific and technical activities,Marketing & Advertising,0.00843
2015,Specialized Industry Skills,Event Planning,J,Information and communication,Writing & Editing,0.00731
